audio_path,transcript,textgrid_path,tier_name,interval_id
processed_data/Archi/Gold/segments/archi-txo-24_segment11.wav,un basa χaraːʃi boqʼˤoqi boli juw boʃormi,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,11
processed_data/Archi/Gold/segments/archi-txo-24_segment12.wav,zon ɬːe ertːaːtʼu deˤqi boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,12
processed_data/Archi/Gold/segments/archi-txo-24_segment13.wav,jarmis arʟis ʟʼanʃi erdili ditʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,13
processed_data/Archi/Gold/segments/archi-txo-24_segment14.wav,jamuwu waqʼːuli noʟʼlin nakʼənowu ʟoli jar ɬːonnol dakdili duχːˤatːaʃi orqˤali,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,14
processed_data/Archi/Gold/segments/archi-txo-24_segment15.wav,dogilit ʟʼutːalowu eɬːuli orqˤali,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,15
processed_data/Archi/Gold/segments/archi-txo-24_segment16.wav,ha χitːa duχːˤan halluwu χuli witʼu os tʼitːut lo χoli totːu noʟʼaʃi tʼal osdili qʼardili,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,16
processed_data/Archi/Gold/segments/archi-txo-24_segment17.wav,iʃarχmul eɬːutːut sːaʕatlit kʼuli t͡ʃaraχːu soli qˤʷali duχːˤatːak tuw noʟʼa waqʼːutːu tuw boʃormin halmaχdu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,17
processed_data/Archi/Gold/segments/archi-txo-24_segment18.wav,erqˤʷnili ʟʼint͡ʃʼasː erχdili,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,18
processed_data/Archi/Gold/segments/archi-txo-24_segment19.wav,un ʟʼint͡ʃʼasː derχirgi boli tuw boʃormu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,19
processed_data/Archi/Gold/segments/archi-txo-24_segment20.wav,han uwʃaw zari un daqʼːoːtʼu zari un orkaqiʃi di boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,20
processed_data/Archi/Gold/segments/archi-txo-24_segment21.wav,tormi nat͡sʼ as etːili itʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,21
processed_data/Archi/Gold/segments/archi-txo-24_segment22.wav,məʃina edili məʃinnit ja erɬːuli orkali juw boʃormu jar ɬːonnol,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,22
processed_data/Archi/Gold/segments/archi-txo-24_segment23.wav,ɬːʷakdib adamt͡ʃes dakːuli jamur orkali χartːitːur jamurmin gatʼli sːoːbu etʼnili edi,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,23
processed_data/Archi/Gold/segments/archi-txo-24_segment24.wav,ha os iq etːili qʼˤʷetʼu iq etːili doχoli ditʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,24
processed_data/Archi/Gold/segments/archi-txo-24_segment25.wav,abijmaj burkːan abuli lobur eˤmmus bij ebɬːuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,25
processed_data/Archi/Gold/segments/archi-txo-24_segment26.wav,χitːa tuw noʟʼa waqʼːutːu boʃoːru χuli witʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,26
processed_data/Archi/Gold/segments/archi-txo-24_segment27.wav,jasːa han uqi boli abijmaj,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,27
processed_data/Archi/Gold/segments/archi-txo-24_segment28.wav,orqˤatːut biqʼʷ sin etːaːtʼuʃi ebχːuli jeb,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,28
processed_data/Archi/Gold/segments/archi-txo-24_segment29.wav,sintʼutːimmaj boli tuw boʃormun halmaχmuɬːu orqˤali doχoqi boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,29
processed_data/Archi/Gold/segments/archi-txo-24_segment30.wav,os iq etːili qʼˤʷetʼu iq etːili daqˤali ditʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,30
processed_data/Archi/Gold/segments/archi-txo-24_segment31.wav,χitːa telegrammul uwli dannaʃ dannaku doχorkːus,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,31
processed_data/Archi/Gold/segments/archi-txo-24_segment32.wav,os adamt͡ʃaj boli jella boli məʃinnit erɬːuli orkali orqˤa boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,32
processed_data/Archi/Gold/segments/archi-txo-24_segment33.wav,sabkːuli χːʷabkʼuli doχoli ditʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,33
processed_data/Archi/Gold/segments/archi-txo-24_segment34.wav,ja jamu boʃor χuli witʼu ja jamur ɬːonnol doχoli ditʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,34
processed_data/Archi/Gold/segments/archi-txo-24_segment35.wav,hudul halmaχtilt͡ʃaj χalmaj boli jar ɬːannan abijmerʃi,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,35
processed_data/Archi/Gold/segments/archi-txo-24_segment36.wav,jella uʃmaʃi uqˤamaʃ χaraːʃi qˤʷatʼu boli tuw ditʼ ertːitːur ɬːannan boʃormun halmaχdu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,36
processed_data/Archi/Gold/segments/archi-txo-24_segment37.wav,wiːt͡sʼatʼu mot͡sʼoːr ɬːʷijtʼu iq etːili doχoli ditʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,37
processed_data/Archi/Gold/segments/archi-txo-24_segment38.wav,duχːˤat tormi ebɬːutːub ʟʼutːali boχoli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,38
processed_data/Archi/Gold/segments/archi-txo-24_segment39.wav,qˤʷali boʃor,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,39
processed_data/Archi/Gold/segments/archi-txo-24_segment40.wav,dani boli ɬːonnol,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,40
processed_data/Archi/Gold/segments/archi-txo-24_segment41.wav,jella boli doχorʃi ditʼu boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,41
processed_data/Archi/Gold/segments/archi-txo-24_segment42.wav,tuwmus ikʼmis ekuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,42
processed_data/Archi/Gold/segments/archi-txo-24_segment43.wav,saʁʃi ɬːonnol doχoːtʼu boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,43
processed_data/Archi/Gold/segments/archi-txo-24_segment44.wav,zari gʷaʃdu χir uwna sin artːib teb atːiqi boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,44
processed_data/Archi/Gold/segments/archi-txo-24_segment45.wav,χuli jamu halmaχdu tor ɬːonnol orkatːu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,45
processed_data/Archi/Gold/segments/archi-txo-24_segment46.wav,ha boli halmaχmu basa qˤʷa boli zon was χir weˤqiʃi ewdi boli un ɬːe ewtːi boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,46
processed_data/Archi/Gold/segments/archi-txo-24_segment47.wav,tuw halmaχmu tor ɬːonnol dikʼis aruli t͡sʼatːakʼulis qʼˤon erɬːuli erdili,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,47
processed_data/Archi/Gold/segments/archi-txo-24_segment48.wav,juw boʃormu boli jella duχːˤatːak orqˤatːur ɬːonnol doχorʃi ditʼu dis boli loburu bi boli eˤm warʃi,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,48
processed_data/Archi/Gold/segments/archi-txo-24_segment49.wav,han t͡ʃʼatːi jamut boli han uqi,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,49
processed_data/Archi/Gold/segments/archi-txo-24_segment50.wav,t͡ʃʼeba boli juw boʃormu zaɬːu ɬːʷa teb sin artːib gʷaʃdu χir as,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,50
processed_data/Archi/Gold/segments/archi-txo-24_segment51.wav,wakːisu boli χer bitʼu boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,51
processed_data/Archi/Gold/segments/archi-txo-24_segment52.wav,χir uwli juw boʃormu gʷaʃdu oj at͡ʃuli itʼu t͡ʃeħmitːik atːili jemim gʷaʃdu os butʼutːut χˤereqˤ,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,52
processed_data/Archi/Gold/segments/archi-txo-24_segment53.wav,sːuntʼ boli haˤmp boli jemim danna hoːnu osdili itʼu jemim nat͡sʼ χoli itʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,53
processed_data/Archi/Gold/segments/archi-txo-24_segment54.wav,qʼˤʷekesdut χˤereqˤ atːili imiːku nat͡sʼ χoli itʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,54
processed_data/Archi/Gold/segments/archi-txo-24_segment55.wav,hint͡s atːili juw boʃormun χˤereqˤ,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,55
processed_data/Archi/Gold/segments/archi-txo-24_segment56.wav,juw boʃor χitːa witʼ ewtːili wakdili uqˤali,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,56
processed_data/Archi/Gold/segments/archi-txo-24_segment57.wav,gʷaʃdu haˤmparʃi os dabqʼːˤutːub duwrazlis harak osdili,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,57
processed_data/Archi/Gold/segments/archi-txo-24_segment58.wav,jab duwraz dabɬuli doːˤzub azbar boχoli imik ɬːutːin doːˤzub ambar boχoli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,58
processed_data/Archi/Gold/segments/archi-txo-24_segment59.wav,haˤmparʃi jamum amballis harak osdili jemim gʷaʃdu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,59
processed_data/Archi/Gold/segments/archi-txo-24_segment60.wav,ha χitːa jamum ambar j χˤuli j χˤuli doχoli tor ɬːonnol dikʼis arutːur,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,60
processed_data/Archi/Gold/segments/archi-txo-24_segment61.wav,ja kʼos daχditːut biqʼʷ χoli itʼu ja ʃːaˤbi χoli itʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,61
processed_data/Archi/Gold/segments/archi-txo-24_segment62.wav,jamuru daχːali t͡ʃut͡ʃə boli erɬuli jamur ɬːonnol,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,62
processed_data/Archi/Gold/segments/archi-txo-24_segment63.wav,t͡ʃʼat boli itʼu juw boʃormu t͡ʃeħmurʃi,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,63
processed_data/Archi/Gold/segments/archi-txo-24_segment64.wav,wiːt͡sʼatʼu iq etːili tuw tor ɬːonnol art͡ʃutːu boʃor qˤʷali eˤmmuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,64
processed_data/Archi/Gold/segments/archi-txo-24_segment65.wav,waħ boli han etːili χo boli jasːa han uqi boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,65
processed_data/Archi/Gold/segments/archi-txo-24_segment66.wav,ʃːak ewtːili χitːa juw boʃor ewtːiʃaw t͡ʃʼat boli itʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,66
processed_data/Archi/Gold/segments/archi-txo-24_segment67.wav,os ʃume hannut iq etːili ʃːʷi uqˤali juw boʃor tuwmun noʟʼak harakullaχut sowkːuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,67
processed_data/Archi/Gold/segments/archi-txo-24_segment68.wav,tuw halmaχdowu ewdili jaʃul tuwmun ɬːonnoːlu χalatːu abtːuwu ɬibtʼu loːwu qʼeˤbdili ebdili,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,68
processed_data/Archi/Gold/segments/archi-txo-24_segment69.wav,χitːa sanna kammuli ɬibtʼu lo at͡ʃuli χitːa χir osːut ɬibtʼu doːˤzut adam at͡ʃuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,69
processed_data/Archi/Gold/segments/archi-txo-24_segment70.wav,χitːa t͡ʃʼiʃːi koli mart͡ʃi adamtil baqˤali,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,70
processed_data/Archi/Gold/segments/archi-txo-24_segment71.wav,jella boli tuw boʃormu zari abt͡ʃu boli jemim mart͡ʃi dis ɬːonnol dikʼis arukulla,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,71
processed_data/Archi/Gold/segments/archi-txo-24_segment72.wav,χitːa jemimmen mat͡ʃatːib ʁanʒarum soli baqˤali juw boʃor uwt͡ʃas,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,72
processed_data/Archi/Gold/segments/archi-txo-24_segment73.wav,ha χitːa milit͡si baqˤali aquru kurʁulu etʼnili ukali jamu boʃor,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,73
processed_data/Archi/Gold/segments/archi-txo-24_segment74.wav,daki bomχur juw boʃormu iːkʼen tʼallamat boli milit͡silirʃi,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,74
processed_data/Archi/Gold/segments/archi-txo-24_segment75.wav,boli juwmi han ʒʷen uwʃaw ʒʷen uwtːut heʟʼəmmit riˤzi,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,75
processed_data/Archi/Gold/segments/archi-txo-24_segment76.wav,zon boli weʒ ʟʼannut a boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,76
processed_data/Archi/Gold/segments/archi-txo-24_segment77.wav,χitːa jak uwkʼuli juw,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,77
processed_data/Archi/Gold/segments/archi-txo-24_segment78.wav,juw boʃormu jaʃ ʕarza boʟoli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,78
processed_data/Archi/Gold/segments/archi-txo-24_segment79.wav,daki zon jab lap ʕeleʒub tusnaqʼlak uwkʼu boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,79
processed_data/Archi/Gold/segments/archi-txo-24_segment80.wav,jamum ʕarzalis ʒawab ʟoli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,80
processed_data/Archi/Gold/segments/archi-txo-24_segment81.wav,wiːt͡sʼatʼu iʃna sːabur ba boli χitːa nen un uwtːiqi boli ammo un utːatʼu duχriqˤ qʼuwqʼis ewtːaːtʼu boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,81
processed_data/Archi/Gold/segments/archi-txo-24_segment82.wav,ha boli zon daʃi hoːnu χuwtːitʼu boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,82
processed_data/Archi/Gold/segments/archi-txo-24_segment83.wav,ha uwtːili jamu boʃor,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,83
processed_data/Archi/Gold/segments/archi-txo-24_segment84.wav,jamummurʃi t͡ʃʼeba boli milit͡sili doːˤzib adamt͡ʃaj qʼut͡sʼmul as,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,84
processed_data/Archi/Gold/segments/archi-txo-24_segment85.wav,uqˤali witʼu jamu boʃor,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,85
processed_data/Archi/Gold/segments/archi-txo-24_segment86.wav,os zamaːna obqˤali,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,86
processed_data/Archi/Gold/segments/archi-txo-24_segment87.wav,os iqna niˤʃit udili juw bazal tːik χowtːiʃi ewdili tuwmun ɬibaw uʃdu deqʼːˤu χuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,87
processed_data/Archi/Gold/segments/archi-txo-24_segment88.wav,tijmaj noˤʃ bosoli juw daːɬi kʷes bij ebɬːuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,88
processed_data/Archi/Gold/segments/archi-txo-24_segment89.wav,tijmeɬːu nat͡sʼ jaraʁ itʼu,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,89
processed_data/Archi/Gold/segments/archi-txo-24_segment90.wav,juwmuɬːu pinkːa edili jamut daχis bij ewɬːuli juw,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,90
processed_data/Archi/Gold/segments/archi-txo-24_segment91.wav,tijmaj kʼuħan darχirʃi edili kullis tot kʼos ekas as,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,91
processed_data/Archi/Gold/segments/archi-txo-24_segment92.wav,χitːa tuw ɬibuwmu niˤʃitːiʃ ewkas uwli jamu kartʼilis t͡ʃʼele dabχirʃi daːɬ ewtːili bit͡ʃʼlaʃ qˤʷes uwli waqʼːuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,92
processed_data/Archi/Gold/segments/archi-txo-24_segment93.wav,t͡ʃʼar as orqˤatːur ɬːannas χuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,93
processed_data/Archi/Gold/segments/archi-txo-24_segment94.wav,ha χir abuli adamtilu ukali juw boʃor,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,94
processed_data/Archi/Gold/segments/archi-txo-24_segment95.wav,han aw boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,95
processed_data/Archi/Gold/segments/archi-txo-24_segment96.wav,jella boli tijmen mat͡ʃatːimmaj jella uw boli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,96
processed_data/Archi/Gold/segments/archi-txo-24_segment97.wav,ha tijmen ɬibaw boʃor mat͡sʼːaʃi jak uwkʼuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,97
processed_data/Archi/Gold/segments/archi-txo-24_segment98.wav,jamuwu bindit͡silak ukali,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,98
processed_data/Archi/Gold/segments/archi-txo-24_segment99.wav,tenik kʼʷali,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,99
processed_data/Archi/Gold/segments/archi-txo-24_segment100.wav,osːu ɬibaw boʃoːru ʃoˤrtal tusnaqʼlak abkʼuli,data/Archi/Gold/archi-txo-24.eaf,phrase-txt-aqc,100
